"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140729 ,2014-07-29,061641 ,CME ,00 ,061 ,   48419,    9291,    8150,    2498,     849,     854,   12354,     628,    2367,    2834,    7687,    6659,   36857,   27194,   11562,   21225,   48419,    9291,    8150,    2498,     849,     854,   12354,     628,    2367,    2834,    7687,    6659,   36857,   27194,   11562,   21225,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -862,    -727,    -449,     -88,      94,     141,    -421,     100,      11,     105,    -445,      53,    -926,    -495,      64,    -367,  100.0,   19.2,   16.8,    5.2,    1.8,    1.8,   25.5,    1.3,    4.9,    5.9,   15.9,   13.8,   76.1,   56.2,   23.9,   43.8,  100.0,   19.2,   16.8,    5.2,    1.8,    1.8,   25.5,    1.3,    4.9,    5.9,   15.9,   13.8,   76.1,   56.2,   23.9,   43.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    215,     51,     67,     10,      5,     12,     43,      7,     12,     16,     34,     29,    152,    143,    215,     51,     67,     10,      5,     12,     43,      7,     12,     16,     34,     29,    152,    143,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    14.2,    13.9,    22.1,    20.8,    11.3,     8.3,    17.7,    12.2,    14.2,    13.9,    22.1,    20.8,    11.3,     8.3,    17.7,    12.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140722 ,2014-07-22,061641 ,CME ,00 ,061 ,   49281,   10018,    8599,    2586,     755,     713,   12775,     528,    2356,    2729,    8132,    6606,   37783,   27689,   11498,   21592,   49281,   10018,    8599,    2586,     755,     713,   12775,     528,    2356,    2729,    8132,    6606,   37783,   27689,   11498,   21592,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -400,     -59,    -341,    -158,     267,     -96,     267,     -84,     346,   -1087,   -1010,     108,    -679,    -810,     279,     410,  100.0,   20.3,   17.4,    5.2,    1.5,    1.4,   25.9,    1.1,    4.8,    5.5,   16.5,   13.4,   76.7,   56.2,   23.3,   43.8,  100.0,   20.3,   17.4,    5.2,    1.5,    1.4,   25.9,    1.1,    4.8,    5.5,   16.5,   13.4,   76.7,   56.2,   23.3,   43.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    216,     54,     71,     10,      5,     12,     43,      6,     12,     14,     35,     28,    154,    144,    216,     54,     71,     10,      5,     12,     43,      6,     12,     14,     35,     28,    154,    144,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    14.7,    14.9,    22.4,    21.0,    11.7,     9.0,    18.2,    12.9,    14.7,    14.9,    22.4,    21.0,    11.7,     9.0,    18.2,    12.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140715 ,2014-07-15,061641 ,CME ,00 ,061 ,   49681,   10077,    8940,    2744,     488,     809,   12508,     612,    2010,    3816,    9142,    6498,   38462,   28499,   11219,   21182,   49681,   10077,    8940,    2744,     488,     809,   12508,     612,    2010,    3816,    9142,    6498,   38462,   28499,   11219,   21182,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1650,   -1035,   -1269,    -665,     -67,      38,    1072,      71,    -424,    -136,     381,    -566,   -1716,   -1836,      66,     186,  100.0,   20.3,   18.0,    5.5,    1.0,    1.6,   25.2,    1.2,    4.0,    7.7,   18.4,   13.1,   77.4,   57.4,   22.6,   42.6,  100.0,   20.3,   18.0,    5.5,    1.0,    1.6,   25.2,    1.2,    4.0,    7.7,   18.4,   13.1,   77.4,   57.4,   22.6,   42.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    224,     57,     73,     11,      4,     11,     41,      8,     11,     23,     32,     28,    160,    146,    224,     57,     73,     11,      4,     11,     41,      8,     11,     23,     32,     28,    160,    146,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    14.1,    16.8,    21.6,    22.4,    11.3,    11.0,    17.3,    14.5,    14.1,    16.8,    21.6,    22.4,    11.3,    11.0,    17.3,    14.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140708 ,2014-07-08,061641 ,CME ,00 ,061 ,   51331,   11112,   10209,    3409,     555,     771,   11436,     541,    2434,    3952,    8761,    7064,   40178,   30335,   11153,   20996,   51331,   11112,   10209,    3409,     555,     771,   11436,     541,    2434,    3952,    8761,    7064,   40178,   30335,   11153,   20996,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     547,      72,    -537,    -340,      -1,     -45,    -616,    -180,     384,    -447,     207,     708,    -284,     536,     831,      11,  100.0,   21.6,   19.9,    6.6,    1.1,    1.5,   22.3,    1.1,    4.7,    7.7,   17.1,   13.8,   78.3,   59.1,   21.7,   40.9,  100.0,   21.6,   19.9,    6.6,    1.1,    1.5,   22.3,    1.1,    4.7,    7.7,   17.1,   13.8,   78.3,   59.1,   21.7,   40.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    228,     58,     75,     12,      4,      8,     39,      7,     12,     21,     35,     29,    159,    151,    228,     58,     75,     12,      4,      8,     39,      7,     12,     21,     35,     29,    159,    151,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    13.9,    15.0,    20.9,    21.5,    11.2,    10.3,    17.1,    14.1,    13.9,    15.0,    20.9,    21.5,    11.2,    10.3,    17.1,    14.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140701 ,2014-07-01,061641 ,CME ,00 ,061 ,   50784,   11040,   10746,    3749,     556,     816,   12052,     721,    2050,    4399,    8554,    6356,   40462,   29799,   10322,   20985,   50784,   11040,   10746,    3749,     556,     816,   12052,     721,    2050,    4399,    8554,    6356,   40462,   29799,   10322,   20985,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     522,     114,     -96,      10,      15,     257,   -1349,     157,     678,     688,    -319,     507,     905,    1199,    -383,    -677,  100.0,   21.7,   21.2,    7.4,    1.1,    1.6,   23.7,    1.4,    4.0,    8.7,   16.8,   12.5,   79.7,   58.7,   20.3,   41.3,  100.0,   21.7,   21.2,    7.4,    1.1,    1.6,   23.7,    1.4,    4.0,    8.7,   16.8,   12.5,   79.7,   58.7,   20.3,   41.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    235,     58,     78,     11,      5,      8,     43,      7,     11,     24,     37,     28,    164,    153,    235,     58,     78,     11,      5,      8,     43,      7,     11,     24,     37,     28,    164,    153,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    13.6,    14.1,    20.8,    20.1,    11.6,    10.0,    18.1,    13.7,    13.6,    14.1,    20.8,    20.1,    11.6,    10.0,    18.1,    13.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140624 ,2014-06-24,061641 ,CME ,00 ,061 ,   50262,   10926,   10842,    3739,     541,     559,   13401,     564,    1372,    3711,    8873,    5849,   39557,   28600,   10705,   21662,   50262,   10926,   10842,    3739,     541,     559,   13401,     564,    1372,    3711,    8873,    5849,   39557,   28600,   10705,   21662,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1326,     893,     827,     400,      82,      33,    -309,     301,      17,    -707,      34,     448,     775,    1742,     551,    -416,  100.0,   21.7,   21.6,    7.4,    1.1,    1.1,   26.7,    1.1,    2.7,    7.4,   17.7,   11.6,   78.7,   56.9,   21.3,   43.1,  100.0,   21.7,   21.6,    7.4,    1.1,    1.1,   26.7,    1.1,    2.7,    7.4,   17.7,   11.6,   78.7,   56.9,   21.3,   43.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    230,     58,     79,     11,      5,      9,     43,      7,      8,     18,     31,     26,    158,    148,    230,     58,     79,     11,      5,      9,     43,      7,      8,     18,     31,     26,    158,    148,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    14.0,    15.5,    22.4,    20.7,    12.2,    11.6,    20.0,    15.1,    14.0,    15.5,    22.4,    20.7,    12.2,    11.6,    20.0,    15.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140617 ,2014-06-17,061641 ,CME ,00 ,061 ,   48936,   10033,   10015,    3339,     459,     526,   13710,     263,    1355,    4418,    8839,    5401,   38782,   26858,   10154,   22078,   48936,   10033,   10015,    3339,     459,     526,   13710,     263,    1355,    4418,    8839,    5401,   38782,   26858,   10154,   22078,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     322,    -372,    -415,     455,      -5,    -112,    -828,    -255,      89,     -65,     912,     544,    -289,     758,     611,    -436,  100.0,   20.5,   20.5,    6.8,    0.9,    1.1,   28.0,    0.5,    2.8,    9.0,   18.1,   11.0,   79.3,   54.9,   20.7,   45.1,  100.0,   20.5,   20.5,    6.8,    0.9,    1.1,   28.0,    0.5,    2.8,    9.0,   18.1,   11.0,   79.3,   54.9,   20.7,   45.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    226,     56,     77,     11,      .,      9,     45,      4,      8,     21,     31,     29,    161,    143,    226,     56,     77,     11,      .,      9,     45,      4,      8,     21,     31,     29,    161,    143,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    14.2,    15.2,    22.9,    20.1,    13.2,    12.1,    21.1,    15.5,    14.2,    15.2,    22.9,    20.1,    13.2,    12.1,    21.1,    15.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140610 ,2014-06-10,061641 ,CME ,00 ,061 ,   48614,   10405,   10430,    2884,     464,     638,   14538,     518,    1266,    4483,    7927,    4857,   39071,   26100,    9543,   22514,   48614,   10405,   10430,    2884,     464,     638,   14538,     518,    1266,    4483,    7927,    4857,   39071,   26100,    9543,   22514,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1722,     617,      10,     495,    -407,    -217,    -724,      32,     189,     -56,    1657,     918,    1222,    2182,     500,    -460,  100.0,   21.4,   21.5,    5.9,    1.0,    1.3,   29.9,    1.1,    2.6,    9.2,   16.3,   10.0,   80.4,   53.7,   19.6,   46.3,  100.0,   21.4,   21.5,    5.9,    1.0,    1.3,   29.9,    1.1,    2.6,    9.2,   16.3,   10.0,   80.4,   53.7,   19.6,   46.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    230,     56,     81,     11,      .,      9,     45,      6,      8,     17,     31,     24,    156,    145,    230,     56,     81,     11,      .,      9,     45,      6,      8,     17,     31,     24,    156,    145,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    14.8,    13.4,    23.8,    18.7,    14.1,    10.5,    22.3,    14.5,    14.8,    13.4,    23.8,    18.7,    14.1,    10.5,    22.3,    14.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140603 ,2014-06-03,061641 ,CME ,00 ,061 ,   46892,    9788,   10420,    2389,     871,     855,   15262,     486,    1077,    4539,    6270,    3939,   37849,   23918,    9043,   22974,   46892,    9788,   10420,    2389,     871,     855,   15262,     486,    1077,    4539,    6270,    3939,   37849,   23918,    9043,   22974,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1329,    -565,     122,     164,      10,     105,     271,      54,    -105,     195,    -121,     469,     534,     534,     795,     795,  100.0,   20.9,   22.2,    5.1,    1.9,    1.8,   32.5,    1.0,    2.3,    9.7,   13.4,    8.4,   80.7,   51.0,   19.3,   49.0,  100.0,   20.9,   22.2,    5.1,    1.9,    1.8,   32.5,    1.0,    2.3,    9.7,   13.4,    8.4,   80.7,   51.0,   19.3,   49.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    225,     55,     84,     10,      4,      8,     46,      7,      9,     18,     25,     22,    154,    141,    225,     55,     84,     10,      4,      8,     46,      7,      9,     18,     25,     22,    154,    141,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    15.2,    12.2,    24.8,    17.5,    14.5,     9.6,    23.2,    13.6,    15.2,    12.2,    24.8,    17.5,    14.5,     9.6,    23.2,    13.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140527 ,2014-05-27,061641 ,CME ,00 ,061 ,   45563,   10353,   10298,    2225,     861,     750,   14991,     432,    1182,    4344,    6391,    3470,   37315,   23384,    8248,   22179,   45563,   10353,   10298,    2225,     861,     750,   14991,     432,    1182,    4344,    6391,    3470,   37315,   23384,    8248,   22179,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2489,     126,    -598,     -45,      45,      20,   -1114,    -475,    -103,    -467,    -157,    -375,   -1958,   -1643,    -531,    -846,  100.0,   22.7,   22.6,    4.9,    1.9,    1.6,   32.9,    0.9,    2.6,    9.5,   14.0,    7.6,   81.9,   51.3,   18.1,   48.7,  100.0,   22.7,   22.6,    4.9,    1.9,    1.6,   32.9,    0.9,    2.6,    9.5,   14.0,    7.6,   81.9,   51.3,   18.1,   48.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    228,     56,     83,      9,      4,      7,     48,      5,     11,     16,     26,     22,    156,    140,    228,     56,     83,      9,      4,      7,     48,      5,     11,     16,     26,     22,    156,    140,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    15.1,    11.8,    25.0,    16.9,    15.0,     8.9,    24.1,    12.9,    15.1,    11.8,    25.0,    16.9,    15.0,     8.9,    24.1,    12.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140520 ,2014-05-20,061641 ,CME ,00 ,061 ,   48052,   10227,   10896,    2270,     816,     730,   16105,     907,    1285,    4811,    6548,    3845,   39273,   25027,    8779,   23025,   48052,   10227,   10896,    2270,     816,     730,   16105,     907,    1285,    4811,    6548,    3845,   39273,   25027,    8779,   23025,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2268,     223,     926,    -188,     293,     379,     462,    -440,     103,     -75,     161,     879,    1783,    2301,     485,     -33,  100.0,   21.3,   22.7,    4.7,    1.7,    1.5,   33.5,    1.9,    2.7,   10.0,   13.6,    8.0,   81.7,   52.1,   18.3,   47.9,  100.0,   21.3,   22.7,    4.7,    1.7,    1.5,   33.5,    1.9,    2.7,   10.0,   13.6,    8.0,   81.7,   52.1,   18.3,   47.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    238,     59,     90,      9,      4,      7,     45,      4,     10,     22,     26,     25,    162,    149,    238,     59,     90,      9,      4,      7,     45,      4,     10,     22,     26,     25,    162,    149,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    14.6,    11.8,    24.0,    17.0,    14.3,    10.0,    22.9,    14.0,    14.6,    11.8,    24.0,    17.0,    14.3,    10.0,    22.9,    14.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140513 ,2014-05-13,061641 ,CME ,00 ,061 ,   45784,   10004,    9970,    2458,     523,     351,   15643,    1347,    1182,    4886,    6387,    2966,   37490,   22726,    8294,   23058,   45784,   10004,    9970,    2458,     523,     351,   15643,    1347,    1182,    4886,    6387,    2966,   37490,   22726,    8294,   23058,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1186,     132,    -135,    -751,       7,     135,     930,     208,    -122,      91,     444,     412,     827,     949,     359,     237,  100.0,   21.9,   21.8,    5.4,    1.1,    0.8,   34.2,    2.9,    2.6,   10.7,   14.0,    6.5,   81.9,   49.6,   18.1,   50.4,  100.0,   21.9,   21.8,    5.4,    1.1,    0.8,   34.2,    2.9,    2.6,   10.7,   14.0,    6.5,   81.9,   49.6,   18.1,   50.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    235,     55,     81,     10,      .,      7,     43,      8,      9,     22,     27,     20,    152,    139,    235,     55,     81,     10,      .,      7,     43,      8,      9,     22,     27,     20,    152,    139,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    15.7,    11.0,    25.1,    15.9,    15.7,     9.2,    24.3,    13.3,    15.7,    11.0,    25.1,    15.9,    15.7,     9.2,    24.3,    13.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
